timestamp,project_name,run_id,experiment_id,duration,emissions,emissions_rate,cpu_power,gpu_power,ram_power,cpu_energy,gpu_energy,ram_energy,energy_consumed,water_consumed,country_name,country_iso_code,region,cloud_provider,cloud_region,os,python_version,codecarbon_version,cpu_count,cpu_model,gpu_count,gpu_model,longitude,latitude,ram_total_size,tracking_mode,on_cloud,pue,wue
2025-12-26T15:28:47,xgb_Wind_Offshore,23b99517-9692-4ceb-892d-43616777c12f,5b0fa12a-3dd7-45bb-9766-cc326314d9f1,66.38176119999844,0.0007965604630310349,1.1999688598666672e-05,360.0,19.84468063011169,10.0,0.006636688639999192,0.0003673636272240044,0.00018434306027775166,0.007188395327500948,0.0,Austria,AUT,vienna,,,Windows-10-10.0.26200-SP0,3.11.3,3.2.0,16,AMD Ryzen 7 6800H with Radeon Graphics,1,1 x NVIDIA GeForce RTX 3060 Laptop GPU,16.3191,48.1968,15.192100524902344,machine,N,1.0,0.0
