timestamp,project_name,run_id,experiment_id,duration,emissions,emissions_rate,cpu_power,gpu_power,ram_power,cpu_energy,gpu_energy,ram_energy,energy_consumed,water_consumed,country_name,country_iso_code,region,cloud_provider,cloud_region,os,python_version,codecarbon_version,cpu_count,cpu_model,gpu_count,gpu_model,longitude,latitude,ram_total_size,tracking_mode,on_cloud,pue,wue
2025-12-26T16:51:06,holtwinters_lightweight_pipeline,d3563c78-41ce-40c7-a4ea-35173ea3147e,5b0fa12a-3dd7-45bb-9766-cc326314d9f1,417.25429900000745,0.0049944204559055835,1.1969727976141221e-05,360.0,19.000065437817717,10.0,0.04171101293000391,0.0022014975945299775,0.0011586050216667195,0.04507111554620063,0.0,Austria,AUT,vienna,,,Windows-10-10.0.26200-SP0,3.11.3,3.2.0,16,AMD Ryzen 7 6800H with Radeon Graphics,1,1 x NVIDIA GeForce RTX 3060 Laptop GPU,16.3191,48.1968,15.192100524902344,machine,N,1.0,0.0
