datetime_utc,Solar,Wind_Onshore,Wind_Offshore,Total_Generation
2026-01-01 00:00:00+00:00,312.276698797823,32608.979624255502,2543.490861882966,35464.74718493629
2026-01-01 01:00:00+00:00,461.93424373806727,32552.751871179305,2562.163075711383,35576.84919062875
2026-01-01 02:00:00+00:00,508.7232771162867,32485.879282632763,2576.0725480291826,35570.67510777823
2026-01-01 03:00:00+00:00,478.5561588565906,32425.9067031598,2643.7524253086567,35548.215287325045
2026-01-01 04:00:00+00:00,414.53998121808036,32408.288102612005,2669.1076887458926,35491.93577257598
2026-01-01 05:00:00+00:00,354.47817379572166,33041.5989738955,2695.041600274138,36091.11874796537
2026-01-01 06:00:00+00:00,320.7099812635406,33219.359163283254,2684.217819988441,36224.28696453524
2026-01-01 07:00:00+00:00,698.4073570127268,33423.04646662731,2650.0411575711837,36771.494981211225
2026-01-01 08:00:00+00:00,3080.731657936051,33155.34206123841,2493.680337198346,38729.7540563728
2026-01-01 09:00:00+00:00,6159.172275398928,32540.465577198942,2363.5645087175003,41063.20236131537
2026-01-01 10:00:00+00:00,8194.804574576876,31829.44734916868,2276.5577696704618,42300.80969341602
2026-01-01 11:00:00+00:00,8179.646138572953,31332.78596780812,2250.68369159386,41763.11579797493
2026-01-01 12:00:00+00:00,6339.638690131155,30837.977241698874,2172.6323029146556,39350.248234744686
2026-01-01 13:00:00+00:00,3187.5305161643223,30648.70888671006,2168.8696830089625,36005.10908588334
2026-01-01 14:00:00+00:00,37.40730593343528,31044.190191086378,2158.0137856735773,33239.61128269339
2026-01-01 15:00:00+00:00,0.0,31901.980562828136,2253.6113408371766,34155.591903665314
2026-01-01 16:00:00+00:00,0.0,32818.03292291108,2397.2523232473786,35215.285246158455
2026-01-01 17:00:00+00:00,0.0,33653.976469986585,2490.7793739187046,36144.75584390529
2026-01-01 18:00:00+00:00,0.0,34036.437059239506,2518.2672969695427,36554.70435620905
2026-01-01 19:00:00+00:00,0.0,34087.26608526113,2452.7279196821396,36539.99400494327
2026-01-01 20:00:00+00:00,0.0,33889.46550216129,2392.3839949576077,36281.8494971189
2026-01-01 21:00:00+00:00,0.0,32890.29898694825,2374.7594410903234,35265.058428038574
2026-01-01 22:00:00+00:00,0.0,32946.52719661857,2378.6040297242594,35325.131226342826
2026-01-01 23:00:00+00:00,70.06891668280264,32807.3099917969,2501.6695415565614,35379.048450036265
