datetime_utc,Solar,Wind_Onshore,Wind_Offshore,Total_Generation
2025-12-30 00:00:00+00:00,0.0,441.7178025751501,0.0,441.7178025751501
2025-12-30 01:00:00+00:00,0.0,478.62711072334264,0.0,478.62711072334264
2025-12-30 02:00:00+00:00,0.0,523.733679033107,0.18455134808501805,523.9182303811921
2025-12-30 03:00:00+00:00,0.0,531.3246337088315,0.3188976828829716,531.6435313917144
2025-12-30 04:00:00+00:00,0.0,501.8937402165947,0.2848854973763276,502.17862571397103
2025-12-30 05:00:00+00:00,0.0,411.68641066001425,0.023866122612572815,411.7102767826268
2025-12-30 06:00:00+00:00,0.0,300.00888976432555,0.0,300.00888976432555
2025-12-30 07:00:00+00:00,547.1883463166009,221.79947396095974,0.0,768.9878202775607
2025-12-30 08:00:00+00:00,3377.3676400777795,271.32289300289335,0.28210028659547204,3648.9726333672684
2025-12-30 09:00:00+00:00,5514.844491844503,450.41503764616766,0.8094324719940016,5966.068961962665
2025-12-30 10:00:00+00:00,6597.351795520896,678.5064564417271,1.3712519328079869,7277.229503895432
2025-12-30 11:00:00+00:00,6330.545268342217,926.4422639699394,2.1870143468281684,7259.1745466589855
2025-12-30 12:00:00+00:00,5063.861581616289,1141.9291358767498,2.8678908932123957,6208.658608386251
2025-12-30 13:00:00+00:00,2451.4802614994564,1282.1755332981672,3.3348921700693737,3736.990686967693
2025-12-30 14:00:00+00:00,0.0,1374.4091461237822,3.2454856839428095,1377.654631807725
2025-12-30 15:00:00+00:00,0.0,1328.9794847464818,2.8303365853506866,1331.8098213318326
2025-12-30 16:00:00+00:00,0.0,1135.9166177918728,2.1363794510574863,1138.0529972429304
2025-12-30 17:00:00+00:00,0.0,846.4044334638949,1.4240338050573667,847.8284672689522
2025-12-30 18:00:00+00:00,0.0,596.6323786663871,0.9955698579147324,597.6279485243018
2025-12-30 19:00:00+00:00,25.59200658346515,480.4431751854936,0.44493896978037867,506.4801207387391
2025-12-30 20:00:00+00:00,176.50189379273877,419.13327660122565,0.3503775549962884,595.9855479489607
2025-12-30 21:00:00+00:00,206.94453149163132,395.1870317659419,0.20776998108054,602.3393332386538
2025-12-30 22:00:00+00:00,139.9042422873507,406.0601767305851,0.0,545.9644190179358
2025-12-30 23:00:00+00:00,0.0,422.786204063487,3.591030806049389e-10,422.78620406384607
